obsid,leadid,ccode,"
idacr",leader,startdate,eindate,enddate,eoutdate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,ebirthdate,deathdate,edeathdate,dbpediauri,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur,Living_Abroad_Civilian,Military_Service_Abroad,Diplomatic,First_Gen_Immigrant,Study_Abroad_Civilian,Study_Abroad_Military,Exile_Abroad,Living_Abroad_Under_18,Foreign_Language,Which_language,foreign_country_1,Year_Arrival_Country_1,Year_Departure_Country_1,Country_1_military_only,foreign_country_2,Year_Arrival_Country_2,Year_Departure_Country_2,Country_2_military_only,foreign_country_3,Year_Arrival_Country_3,Year_Departure_Country_3,Country_3_military_only,foreign_country_n,Year of first departure,Year of final return,Multiple Foreign Experience,Less than one year,Between 1 and 5 years,Between 5 and 10 years,More than 10 years,travel/Tourism,travel_country_1,travel_country_2,travel_country_3,Notes,Sources,Coder_1,Coder_2 ,Coder_3,Revision_Coder_2_3,Revision Note
CUB-1902,81deda9e-1e42-11e4-b4cd-db5882bf8def,40,CUB,Palma,1902-05-20,5/20/1902,1906-09-28,9/28/1906,Regular,Irregular,Unknown,0,OK,M,1835,1908,1835-07-09,09jul1835,NA,,NA,0,3,-999,0,NA,NA,1,0,1,0,1,0,1,0,0,,USA,,,,Spain,,,,,,,,,,,,,,,,1,Honduras,FRN,,"Tomas attended university in Spain. During the Ten Years War, he went into exile in the United States and served as the ambassador for the Cuban rebels to the American government.","“This Day in Cuban History - July 9, 1835. Born Tomás Estrada Palma - Cuban Studies Institute.” 2018. Cuban Studies Institute. July 9, 2018. https://cubanstudiesinstitute.us/this-day-in-cuban-history/this-day-in-cuban-history-july-9-1835-born-tomas-estrada-palma/.",Drew Witte,,,,
CUB-1909,81deda9f-1e42-11e4-b4cd-db5882bf8def,40,CUB,Gomez,1909-01-28,1/28/1909,1913-05-20,5/20/1913,Regular,Regular,Regular,0,OK,M,1858,1921,1858-07-06,06jul1858,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Jos-25C3-25A9-5FMiguel-5FG-25C3-25B3mez&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=1NF5x1Zu_N6SeSZ0Sl-F8t5Jd6hSEWbXstJtm8tflaw&e=,0,1,0,0,Father of Gomez y Arias%81df3c45-1e42-11e4-b4cd-db5882bf8def,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,USA,,,"Gomez visited New York, US to rally support for the Cuban revolt.","Sierra, Jerry A. 2022. “Jose Miguel Gomez, Cuban President.” Historyofcuba.com. 2022. http://www.historyofcuba.com/history/havana/JMGomez.htm.",Drew Witte,,,,
CUB-1913,81dedaa0-1e42-11e4-b4cd-db5882bf8def,40,CUB,Menocal,1913-05-20,5/20/1913,1921-05-20,5/20/1921,Regular,Regular,Regular,0,Exile,M,1868,1941,1868-12-17,17dec1868,NA,,NA,0,1,0,1,NA,NA,1,0,0,0,1,0,0,1,0,,USA,,,,Mexico,,,,,,,,,,,,,,,,0,,,,Menocal spent much of his youth in Mexico and was educated in the United States.,“Mario García Menocal.” 2022. Latinamericanstudies.org. 2022. http://www.latinamericanstudies.org/menocal-bio.htm.,Drew Witte,,,,
CUB-1921,81df0b70-1e42-11e4-b4cd-db5882bf8def,40,CUB,Zyas y Alfonso,1921-05-20,5/20/1921,1925-05-20,5/20/1925,Regular,Regular,Regular,0,OK,M,1861,1934,1861-09-21,21sep1861,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Alfredo-5FZayas-5Fy-5FAlfonso&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=qVE_rcLPA754FWe1nuWY7rwfVNVECGVzH49nyW6jN_s&e=,0,1,0,0,NA,NA,1,0,0,0,0,0,0,0,0,,Spain,,,,,,,,,,,,,,,,,,,,0,,,,Zayas was imprisoned in Spain for a short time.,“Alfredo Zayas.” 2022. Latinamericanstudies.org. 2022. http://www.latinamericanstudies.org/zayas-bio.htm.,Drew Witte,,,,
CUB-1925,81df0b71-1e42-11e4-b4cd-db5882bf8def,40,CUB,Machado Morales,1925-05-20,5/20/1925,1933-08-12,8/12/1933,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1871,1939,1871-09-28,28sep1871,NA,,NA,0,3,6,1,NA,NA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,I could not find any evidence that Machado left the country.,"Sierra, Jerry A. 2022. “Gerardo Machado, Cuban President.” Historyofcuba.com. 2022. http://www.historyofcuba.com/history/machado.htm.",Drew Witte,,,,
CUB-1933-1,81df0b72-1e42-11e4-b4cd-db5882bf8def,40,CUB,de Cespedes,1933-08-12,8/12/1933,1933-09-05,9/5/1933,Irregular,Irregular,"Removed by Military, without Foreign Support",0,OK,M,1871,1939,1871-08-12,12aug1871,NA,,NA,1,3,6,0,NA,NA,1,0,1,1,1,0,0,1,0,,USA,,,,FRN,,,,Italy,,,,,,,,,,,,1,Argentina,Greece,,"De Cespedes was born in the United States, educated in France, and served as the Cuban ambassadro to Italy, and special envoy to Argentina and Greece.",“Carlos Manuel de Cespedes Y Quesada.” 2022. Archive.org. 2022. https://web.archive.org/web/20070702135205/http://figueredo.freeservers.com/Carlos%20Manuel%20de%20Cespedes%20y%20Quesada.htm.,Drew Witte,,,,
CUB-1933-2,81df0b73-1e42-11e4-b4cd-db5882bf8def,40,CUB,Grau San Martin,1933-09-10,9/10/1933,1934-01-15,1/15/1934,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,0,Exile,M,1882,1969,1882-09-13,13sep1882,NA,,NA,1,3,16,1,NA,NA,1,0,0,0,0,0,1,0,0,,USA,,,,,,,,,,,,,,,,,,,,1,FRN,Italy,Spain,"Grau San Martin was exiled to the United States for opposing the Machado dictatorship. He also traveled to France, Italy, and Spain to develop his skills as a physician.",“Ramón Grau San Martín (1887-1969) - Cuban Studies Institute.” 2021. Cuban Studies Institute. July 2021. https://cubanstudiesinstitute.us/prominent-cubans/ramon-grau-san-martin-1887-1969/.,Drew Witte,,,,
CUB-1934-1,81df0b74-1e42-11e4-b4cd-db5882bf8def,40,CUB,Hevia,1934-01-15,1/15/1934,1934-01-18,1/18/1934,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,0,OK,M,1900,1964,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Carlos-5FHevia&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=5-6e0ciWg-SlbSXQhsIrBVVl7sydg_gVQjoic3YQiQE&e=,1,3,16,0,NA,NA,1,1,0,0,1,0,0,0,1,English,USA,,,,UKG,,,,,,,,,,,,,,,,0,,,,Hevia served in World War 1 on a ship that ferried troops from the U.S. to the U.K.. He was also educated in the U.S.,"“Carlos Hevia (1900-1964) - Cuban Studies Institute.” 2021. Cuban Studies Institute. August 19, 2021. https://cubanstudiesinstitute.us/prominent-cubans/carlos-hevia-1900-1964/.",Drew Witte,,,,
CUB-1934-2,81df0b75-1e42-11e4-b4cd-db5882bf8def,40,CUB,Mendieta,1934-01-18,1/18/1934,1935-12-12,12/12/1935,Irregular,Regular,Regular,0,OK,M,1873,1960,1873-11-04,04nov1873,NA,,NA,1,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,I could not find any evidence that Mendieta left the country.,"“This Day in Cuban History - January 18, 1934. The Demised of the 1933 Revolution. - Cuban Studies Institute.” 2018. Cuban Studies Institute. January 18, 2018. https://cubanstudiesinstitute.us/this-day-in-cuban-history/january-18-1934-the-demised-of-the-1933-revolution/.",Drew Witte,,,,
CUB-1935,81df3c44-1e42-11e4-b4cd-db5882bf8def,40,CUB,Barnet,1935-12-12,12/12/1935,1936-05-20,5/20/1936,Regular,Regular,Regular,0,OK,M,1864,1945,NA,,NA,,NA,0,1,0,0,NA,NA,1,0,1,1,0,0,0,1,0,,Spain,,,,FRN,,,,England,,,,,,,,,,,,0,,,,Barnet was born in Spain. He served in France and England as the Cuban Consul.,"The New York Times. 2022. “JOSE BARNET, EX-HEAD of CUBA, DIES at 81 (Published 1945),” 2022. https://www.nytimes.com/1945/09/20/archives/jose-barnet-exhead-of-cuba-dies-at-81.html.",Drew Witte,,,,
CUB-1936-1,81df3c45-1e42-11e4-b4cd-db5882bf8def,40,CUB,Gomez y Arias,1936-05-20,5/20/1936,1936-12-28,12/28/1936,Regular,Regular,Regular,0,OK,M,1889,1950,1889-10-06,06oct1889,NA,,NA,0,1,0,0,Son of Gomez%81deda9f-1e42-11e4-b4cd-db5882bf8def,1,1,0,0,0,1,0,1,0,0,,USA,,,,,,,,,,,,,,,,,,,,1,UKG,,,Gomez attended school and went into exile in the United States. He also went to the United Kingdom to attend King George V's coronation.,"“Miguel Mariano Gómez Arias (1889-1950) - Cuban Studies Institute.” 2021. Cuban Studies Institute. July 22, 2021. https://cubanstudiesinstitute.us/prominent-cubans/miguel-mariano-gomez-arias-1889-1950/.",Drew Witte,,,,
CUB-1936-2,81df3c46-1e42-11e4-b4cd-db5882bf8def,40,CUB,Laredo Bru,1936-12-28,12/28/1936,1940-10-10,10/10/1940,Regular,Regular,Regular,0,OK,M,1875,1946,1875-04-23,23apr1875,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Federico-5FLaredo-5FBr-25C3-25BA&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Rq7KVvMy39C5SnmdtY7Gu0C2BRV1pS8qMybPSXwET2w&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,I could not find any evidence that Bru left the country.,"“Federico Laredo Brú | the History, Culture and Legacy of the People of Cuba.” 2022. Thecubanhistory.com. 2022. https://www.thecubanhistory.com/historical-pages-of-cuba/cuban-presidents/federico-laredo-bru/.",Drew Witte,,,,
CUB-1940,81df3c47-1e42-11e4-b4cd-db5882bf8def,40,CUB,Batista,1940-10-10,10/10/1940,1944-10-10,10/10/1944,Regular,Regular,Regular,0,Exile,M,1901,1973,1/16/1901,1/16/1901,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Fulgencio-5FBatista&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=BNGdwp9997BWodyXCQgGf6XkYdL6Qru7kZypNW4NmjE&e=,0,1,0,1,NA,NA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,I could not find any evidence that Batista left the country before taking power.,"“Fulgencio Batista | Dictatorship, Coup, & Facts | Britannica.” 2022. In Encyclopædia Britannica. https://www.britannica.com/biography/Fulgencio-Batista.",Drew Witte,,,,
CUB-1944,81df0b73-1e42-11e4-b4cd-db5882bf8def,40,CUB,Grau San Martin,1944-10-10,10/10/1944,1948-10-10,10/10/1948,Regular,Regular,Regular,1,Exile,M,1882,1969,1882-09-13,13sep1882,NA,,NA,0,1,0,1,NA,NA,1,0,0,0,0,0,1,0,0,,USA,,,,,,,,,,,,,,,,,,,,0,,,,"Between his terms, Grau San Martin went back into exile in the U.S.",“Ramón Grau San Martín (1887-1969) - Cuban Studies Institute.” 2021. Cuban Studies Institute. July 2021. https://cubanstudiesinstitute.us/prominent-cubans/ramon-grau-san-martin-1887-1969/.,Drew Witte,,,,
CUB-1948,81df3c48-1e42-11e4-b4cd-db5882bf8def,40,CUB,Prio Socarres,1948-10-10,10/10/1948,1952-03-10,3/10/1952,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1903,1977,7/14/1903,7/14/1903,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Carlos-5FPr-25C3-25ADo-5FSocarr-25C3-25A1s&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=hVl4y-cioCjN1XnAMbuYYzgzAymI-wcT2czvmgVhZhE&e=,0,3,6,1,NA,NA,1,0,0,0,0,0,1,0,0,,USA,,,,,,,,,,,,,,,,,,,,0,,,,Prio went into exile in the United States prior to taking office.,“Carlos Prío Socarrás | President of Cuba | Britannica.” 2022. In Encyclopædia Britannica. https://www.britannica.com/biography/Carlos-Prio-Socarras.,Drew Witte,,,,
CUB-1952,81df3c47-1e42-11e4-b4cd-db5882bf8def,40,CUB,Batista,1952-03-10,3/10/1952,1959-01-01,1/1/1959,Irregular,Irregular,"Removed by Rebels, without Foreign Support",1,Exile,M,1901,1973,1/16/1901,1/16/1901,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Fulgencio-5FBatista&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=BNGdwp9997BWodyXCQgGf6XkYdL6Qru7kZypNW4NmjE&e=,1,3,4,1,NA,NA,1,0,0,0,0,0,0,0,0,,USA,,,,,,,,,,,,,,,,,,,,0,,,,"Between his terms, Batista lived in Florida, U.S.A..","“Fulgencio Batista | Dictatorship, Coup, & Facts | Britannica.” 2022. In Encyclopædia Britannica. https://www.britannica.com/biography/Fulgencio-Batista.",Drew Witte,,,,
CUB-1959,81df6d18-1e42-11e4-b4cd-db5882bf8def,40,CUB,Castro,1959-01-02,1/2/1959,2008-02-24,2/24/2008,Irregular,Retired Due to Ill Health,Regular,0,OK,M,1927,-777,8/13/1927,8/13/1927,NA,,NA,1,2.0999999,0,0,Brother of Raul Castro%824ff801-1e42-11e4-b4cd-db5882bf8def,0,1,1,0,0,0,0,1,0,0,,Mexico,,,,Dominican Republic,,,,,,,,,,,,,,,,1,Colombia,,,"Castro went into exile in Mexico and planned the revolutionary 26th of July Movement. He also particpated in a failed invasion of the Dominican Republic and was present in Bogota, Colombia during a large scale riot.","“Fidel Castro | Biography, Cause of Death, Brother, & Facts | Britannica.” 2022. In Encyclopædia Britannica. https://www.britannica.com/biography/Fidel-Castro.",Drew Witte,,,,
CUB-2008,824ff801-1e42-11e4-b4cd-db5882bf8def,40,CUB,Raul Castro,2008-02-24,2/24/2008,2015-12-31,12/31/2015,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1931,-777,6/3/1931,6/3/1931,NA,,NA,0,-888,-888,-888,Brother of Castro%81df6d18-1e42-11e4-b4cd-db5882bf8def,NA,1,0,1,0,0,0,1,0,0,,Mexico,,,,Russia,,,,,,,,,,,,,,,,0,,,,Raul joined his brother in exile in Mexico and visited Russia to strengthen ties between Cuba and the Soviet Union.,"“Raul Castro | Biography, Stepping Down, & Facts | Britannica.” 2022. In Encyclopædia Britannica. https://www.britannica.com/biography/Raul-Castro.",Drew Witte,,,,
CYP-1960,821e907f-1e42-11e4-b4cd-db5882bf8def,352,CYP,Makarios,1960-08-16,8/16/1960,1974-07-15,7/15/1974,Regular,Irregular,"Removed by Military, with Foreign Support",0,Exile,M,1913,1977,8/13/1913,8/13/1913,8/3/1977,8/3/1977,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Makarios-5FIII&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=iT_A_oJv67fX_mszjVxmv1qZwrEoQ1w2mtSLuiVy2fM&e=,0,3,5,1,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP-1974-1,821e9080-1e42-11e4-b4cd-db5882bf8def,352,CYP,Sampson,1974-07-16,7/16/1974,1974-07-23,7/23/1974,Irregular,Irregular,"Irregular, Other",0,Imprisonment,M,1935,2001,NA,,NA,,NA,1,3,111,2,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP-1974-2,821e9081-1e42-11e4-b4cd-db5882bf8def,352,CYP,Clerides,1974-07-23,7/23/1974,1974-12-07,12/7/1974,Regular,Regular,Regular,0,OK,M,1919,-777,4/24/1919,4/24/1919,11/15/2013,11/15/2013,NA,0,1,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP-1974-3,821e907f-1e42-11e4-b4cd-db5882bf8def,352,CYP,Makarios,1974-12-07,12/7/1974,1977-08-03,8/3/1977,Regular,Natural Death,Regular,1,Missing: Natural Death within Six Months of Losing Office,M,1913,1977,8/13/1913,8/13/1913,8/3/1977,8/3/1977,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Makarios-5FIII&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=iT_A_oJv67fX_mszjVxmv1qZwrEoQ1w2mtSLuiVy2fM&e=,0,2,0,-777,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP-1977,821e9082-1e42-11e4-b4cd-db5882bf8def,352,CYP,Kyprianou,1977-08-03,8/3/1977,1988-02-28,2/28/1988,Regular,Regular,Regular,0,OK,M,1932,2002,10/28/1932,10/28/1932,3/12/2002,3/12/2002,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Spyros-5FKyprianou&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Q_9wWRFHwCz2GkCPHFcWXLErivH48HHWZdrObsG-Jt8&e=,0,1,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP-1988,821ec15c-1e42-11e4-b4cd-db5882bf8def,352,CYP,Vassiliou,1988-02-28,2/28/1988,1993-02-28,2/28/1993,Regular,Regular,Regular,0,OK,M,1931,-777,NA,,NA,,NA,0,1,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP-1993,821e9081-1e42-11e4-b4cd-db5882bf8def,352,CYP,Clerides,1993-02-28,2/28/1993,2003-02-28,2/28/2003,Regular,Regular,Regular,1,OK,M,1919,-777,4/24/1919,4/24/1919,11/15/2013,11/15/2013,NA,0,1,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP-2003,821ec15d-1e42-11e4-b4cd-db5882bf8def,352,CYP,Tassos Nikolaou Papadopoulos,2003-02-28,2/28/2003,2008-02-28,2/28/2008,Regular,Regular,Regular,0,OK,M,1934,2008,NA,,NA,,NA,0,1,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP-2008,825272d9-1e42-11e4-b4cd-db5882bf8def,352,CYP,Dimitris Christofias,2008-02-28,2/28/2008,2013-02-28,2/28/2013,Regular,Regular,Regular,0,OK,M,1946,-777,NA,,NA,,NA,0,1,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP-2013,2b3a05b0-3481-11e4-8dba-bbcd9ed46413,352,CYP,Anastasiades,2013-02-28,2/28/2013,2015-12-31,12/31/2015,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1946,-777,9/27/1946,9/27/1946,NA,,NA,0,-888,-888,-888,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZE-1918,8217b290-1e42-11e4-b4cd-db5882bf8def,315,CZE,Masaryk,1918-10-28,10/28/1918,1935-12-14,12/14/1935,Regular,Retired Due to Ill Health,Regular,0,OK,M,1850,1937,1850-03-07,07mar1850,9/14/1937,9/14/1937,NA,0,2.0999999,0,0,NA,NA,1,0,0,0,1,0,1,0,1,German,Austria,1872,1879,0,Germany,1876,1877,0,"Italy, Switzerland, France, UK",1914,1917,0,Russia,1872,1918,1,0,0,0,1,1,USA,,,"He studied philosophy at the University of Vienna and received his doctorate in 1876. In 1876 he went to Leipzig to continue his philosophical studies (1876-1877) and in 1879 he accepted a position as a substitute teacher of classical languages at the Vienna Gymnasium. He moved to Italy in December 1914, then to Switzerland, Paris, and from the fall of 1915 to London. From May 1917 to March 1918 Masaryk was in Russia, where he organized the Czech-Slovak Legion.","Orzoff, Andrea (2009). Battle for the Castle: The Myth of Czechoslovakia in Europe, 1914-1948. New York: Oxford University Press. ISBN 978-0-19-536781-2.",Qi Jing,,Xin Wu,1,"Added Noted, modified exoerience"
CZE-1935,8217b291-1e42-11e4-b4cd-db5882bf8def,315,CZE,Benes,1935-12-18,12/18/1935,1938-10-05,10/5/1938,Regular,Regular,Regular,0,Exile,M,1884,1948,1884-05-28,28may1884,9/3/1948,9/3/1948,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Edvard-5FBene-25C5-25A1&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=tQ-_mTXlUMEssQwvKkSEKQjciEZphk8aeA6jWRAuJ5I&e=,0,1,0,1,NA,NA,1,0,0,0,0,0,1,0,,,FRN,1904,1909,0,Germany,1907,1907,0,,,,,,1904,1909,1,0,0,1,0,0,,,,"From 1904 he studied in France at the Sorbonne and the Institute of Liberal Politics in Berlin in 1907. on June 21, 1940, after accepting the Munich dictatorship on September 30, 1938, Benes abdicated as Czech-Slovak president on October 5 and flew to London on October 22. He later left for the United States and taught at the University of Chicago. Britain then recognized the Czech-Slovak representation in exile.","Heimann, Mary (2009). Czechoslovakia: The State That Failed. New Haven: Yale University Press. ISBN 978-0300172423.",Qi Jing,,Xin Wu,1,"Added Noted, modified exoerience"
CZE-1938-1,8217b292-1e42-11e4-b4cd-db5882bf8def,315,CZE,Syrovy,1938-10-05,10/5/1938,1938-12-01,12/1/1938,Regular,Regular,Regular,0,OK,M,1888,1971,NA,,NA,,NA,0,1,0,0,NA,NA,1,0,0,0,1,0,0,0,1,Russian,Russia,1907,1926,0,,,,,,,,,,1907,1926,0,0,0,0,1,0,,,,He studied at a technical institute in Russia. During the First World War he joined the Czechoslovakian regiment of the Russian army and lost his right eye in the Battle of Zborov.,"Preclík, Vratislav. Masaryk a legie (Masaryk and legions), váz. kniha, 219 pages, first issue vydalo nakladatelství Paris Karviná, Žižkova 2379 (734 01 Karvina, Czech Republic) ve spolupráci s Masarykovým demokratickým hnutím (Masaryk Democratic Movement, Prague), 2019, ISBN 978-80-87173-47-3, pages 35 – 53, 106 - 107, 111-112, 124–125, 128, 129, 132, 140–148, 150 - 180, 184–199.",Qi Jing,,Xin Wu,1,"Added Noted, modified exoerience"
CZE-1938-2,8217b293-1e42-11e4-b4cd-db5882bf8def,315,CZE,Hacha,1938-12-01,12/1/1938,1945-05-13,5/13/1945,Foreign Imposition,Foreign,Removed through Threat of Foreign Force,0,Imprisonment,M,1872,1945,1872-07-12,12jul1872,NA,,NA,2,4,9,2,NA,NA,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"Snyder ""Hácha, Emil"" Encyclopedia of the Third Reich p. 134",Qi Jing,,Xin Wu,0,
CZE-1945,8217b291-1e42-11e4-b4cd-db5882bf8def,315,CZE,Benes,1945-05-13,5/13/1945,1948-06-07,6/7/1948,Foreign Imposition,Regular,Regular,1,Missing: Natural Death within Six Months of Losing Office,M,1884,1948,1884-05-28,28may1884,9/3/1948,9/3/1948,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Edvard-5FBene-25C5-25A1&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=tQ-_mTXlUMEssQwvKkSEKQjciEZphk8aeA6jWRAuJ5I&e=,2,1,0,-777,NA,NA,1,0,0,0,1,0,1,0,,,FRN,1904,1909,0,Germany,1907,1907,0,,,,,,1904,1909,1,0,0,1,0,0,,,,"From 1904 he studied in France at the Sorbonne and the Institute of Liberal Politics in Berlin in 1907. on June 21, 1940, after accepting the Munich dictatorship on September 30, 1938, Benes abdicated as Czech-Slovak president on October 5 and flew to London on October 22. He later left for the United States and taught at the University of Chicago. Britain then recognized the Czech-Slovak representation in exile.","Heimann, Mary (2009). Czechoslovakia: The State That Failed. New Haven: Yale University Press. ISBN 978-0300172423.",Qi Jing,,Xin Wu,1,"Added Noted, modified exoerience"
CZE-1948,8217b294-1e42-11e4-b4cd-db5882bf8def,315,CZE,Gottwald,1948-06-07,6/7/1948,1953-03-14,3/14/1953,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1896,1953,1896-11-23,23nov1896,3/14/1953,3/14/1953,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Klement-5FGottwald&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=wP3JJ9m7UtnsrQ7vALn58cIZKzp_7eE8zdEJho_FGp8&e=,0,2,0,-777,NA,NA,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Before the First World War, he trained as a carpenter in Vienna. It was there that he first came into contact with the organized workers' movement.","Hovet, Jason; Muller, Robert (1 March 2013). ""Facing tough times, more Czechs long for Communist return"". Reuters.",Qi Jing,,Xin Wu,1,"Added Noted, modified exoerience"
